ID,VIDEO,LABEL,CATEGORY
408,D0272B.mp4,liếc nhìn,Cụm từ và từ nâng cao
409,D0271T.mp4,dỗi,Cụm từ và từ nâng cao
410,D0272N.mp4,liếc nhìn,Cụm từ và từ nâng cao
411,D0273.mp4,nhổ tóc,Cụm từ và từ nâng cao
412,D0274.mp4,nhổ râu,Cụm từ và từ nâng cao
413,D0272T.mp4,liếc nhìn,Cụm từ và từ nâng cao
414,D0275.mp4,nhổ lông mày,Cụm từ và từ nâng cao
415,D0276.mp4,cắt lông mũi,Cụm từ và từ nâng cao
416,D0277.mp4,nhổ răng,Cụm từ và từ nâng cao
417,D0278.mp4,răng hô,Cụm từ và từ nâng cao
418,D0279.mp4,răng khểnh,Cụm từ và từ nâng cao
419,D0280.mp4,kháu khỉnh,Cụm từ và từ nâng cao
420,D0281.mp4,mọc tóc,Cụm từ và từ nâng cao
421,D0283.mp4,mọc ria mép,Cụm từ và từ nâng cao
422,D0282.mp4,mọc râu,Cụm từ và từ nâng cao
423,D0284.mp4,Cô vy (covid),Cụm từ và từ nâng cao
424,D0285.mp4,Cố đô Huế,Cụm từ và từ nâng cao
425,D0286.mp4,cách ly,Cụm từ và từ nâng cao
426,D0289.mp4,ria mép,Cụm từ và từ nâng cao
427,D0287.mp4,giãn cách xã hội,Cụm từ và từ nâng cao
428,D0288.mp4,tương lai,Cụm từ và từ nâng cao
429,D0290.mp4,trong khoảng,Cụm từ và từ nâng cao
430,D0291.mp4,trốn tìm,Cụm từ và từ nâng cao
431,D0292.mp4,nhảy bao bố,Cụm từ và từ nâng cao
432,D0293.mp4,nhảy lò cò,Cụm từ và từ nâng cao
433,D0295.mp4,hội thoại,Cụm từ và từ nâng cao
434,D0294.mp4,kéo co,Cụm từ và từ nâng cao
435,D0296.mp4,lý do,Cụm từ và từ nâng cao
436,D0297.mp4,lớn hơn 1 (Toán học),Cụm từ và từ nâng cao
437,D0298.mp4,lớn hơn 2 (Toán học),Cụm từ và từ nâng cao
438,D0299.mp4,2 < 5 (Toán học),Cụm từ và từ nâng cao
439,D0301.mp4,nhộn nhịp (đông người),Cụm từ và từ nâng cao
440,D0300.mp4,tỉnh táo,Cụm từ và từ nâng cao
441,D0303.mp4,đất nước bị chia cắt (Việt Nam),Cụm từ và từ nâng cao
442,D0302.mp4,áo kẻ sọc,Cụm từ và từ nâng cao
443,D0304.mp4,thống nhất đất nước,Cụm từ và từ nâng cao
444,D0305.mp4,khoáng sản,Cụm từ và từ nâng cao
445,D0306.mp4,thương mại,Cụm từ và từ nâng cao
446,D0307B.mp4,công nghiệp,Cụm từ và từ nâng cao
447,D0307T.mp4,công nghiệp,Cụm từ và từ nâng cao
448,D0308.mp4,dân tộc Chăm,Cụm từ và từ nâng cao
449,D0307N.mp4,công nghiệp,Cụm từ và từ nâng cao
450,D0309.mp4,dân tộc Mường,Cụm từ và từ nâng cao
451,D0310.mp4,dân tộc Khơ me,Cụm từ và từ nâng cao
452,D0311.mp4,dân tộc Thái,Cụm từ và từ nâng cao
453,D0312.mp4,dân tộc Mông,Cụm từ và từ nâng cao
454,D0313.mp4,nhà rông,Cụm từ và từ nâng cao
455,D0314.mp4,lãng phí,Cụm từ và từ nâng cao
456,D0315.mp4,tiến bộ,Cụm từ và từ nâng cao
457,D0316.mp4,Lượm,Cụm từ và từ nâng cao
458,D0317.mp4,cứu sống,Cụm từ và từ nâng cao
459,D0318.mp4,máy xúc,Cụm từ và từ nâng cao
460,D0320.mp4,cảng Sài Gòn,Cụm từ và từ nâng cao
461,D0319.mp4,cảng Hải Phòng,Cụm từ và từ nâng cao
462,D0321.mp4,kim cương,Cụm từ và từ nâng cao
463,D0323.mp4,không bình đẳng,Cụm từ và từ nâng cao
464,D0322.mp4,phân biệt,Cụm từ và từ nâng cao
465,D0324.mp4,đùm bọc,Cụm từ và từ nâng cao
466,D0325.mp4,khởi nghiệp,Cụm từ và từ nâng cao
467,D0326B.mp4,vải lụa,Cụm từ và từ nâng cao
468,D0326N.mp4,vải lụa,Cụm từ và từ nâng cao
469,D0327.mp4,lượt đi,Cụm từ và từ nâng cao
470,D0326T.mp4,vải lụa,Cụm từ và từ nâng cao
471,D0329.mp4,rau diếp cá,Cụm từ và từ nâng cao
472,D0328.mp4,lượt về (trong thể thao),Cụm từ và từ nâng cao
473,D0330.mp4,rau ngò/rau mùi,Cụm từ và từ nâng cao
474,D0332.mp4,thâm quầng mắt,Cụm từ và từ nâng cao
475,D0331.mp4,thao thức,Cụm từ và từ nâng cao
476,D0333.mp4,tự hào,Cụm từ và từ nâng cao
477,D0334.mp4,quyên góp,Cụm từ và từ nâng cao
478,D0335.mp4,chia rẽ,Cụm từ và từ nâng cao
479,D0336.mp4,tự trọng,Cụm từ và từ nâng cao
480,D0338.mp4,ăn bám,Cụm từ và từ nâng cao
481,D0337.mp4,gian dối,Cụm từ và từ nâng cao
482,D0339.mp4,tuyên truyền,Cụm từ và từ nâng cao
483,D0341.mp4,lấm lem,Cụm từ và từ nâng cao
484,D0342B.mp4,ham chơi,Cụm từ và từ nâng cao
485,D0340.mp4,thịnh vượng,Cụm từ và từ nâng cao
486,D0342N.mp4,ham chơi,Cụm từ và từ nâng cao
487,D0342T.mp4,ham chơi,Cụm từ và từ nâng cao
488,D0343.mp4,đánh cầu lông,Cụm từ và từ nâng cao
489,D0344.mp4,cánh buồm,Cụm từ và từ nâng cao
490,D0345.mp4,cầu Thê Húc (Hồ Gươm),Cụm từ và từ nâng cao
491,D0346B.mp4,da trắng,Cụm từ và từ nâng cao
492,D0347B.mp4,da ngăm (nước da ngăm đen),Cụm từ và từ nâng cao
493,D0346T.mp4,da trắng,Cụm từ và từ nâng cao
494,D0346N.mp4,da trắng,Cụm từ và từ nâng cao
495,D0347N.mp4,da ngăm (nước da ngăm đen),Cụm từ và từ nâng cao
496,D0347T.mp4,da ngăm (nước da ngăm đen),Cụm từ và từ nâng cao
497,D0348.mp4,tuần trăng mật,Cụm từ và từ nâng cao
498,D0349.mp4,năm tới,Cụm từ và từ nâng cao
499,D0350.mp4,Hoãn,Cụm từ và từ nâng cao
500,D0351.mp4,huỷ,Cụm từ và từ nâng cao
501,D0352.mp4,phụ thuộc,Cụm từ và từ nâng cao
502,D0353.mp4,thuộc địa,Cụm từ và từ nâng cao
503,D0354.mp4,tẩy chay,Cụm từ và từ nâng cao
504,D0355.mp4,đau mắt,Cụm từ và từ nâng cao
505,D0356.mp4,đau bụng,Cụm từ và từ nâng cao
506,D0357.mp4,đau tay,Cụm từ và từ nâng cao
507,D0360.mp4,phẫu thuật tay,Cụm từ và từ nâng cao
508,D0359.mp4,đau tai,Cụm từ và từ nâng cao
509,D0358.mp4,đau chân,Cụm từ và từ nâng cao
510,D0361.mp4,phẫu thuật chân,Cụm từ và từ nâng cao
511,D0362.mp4,phẫu thuật mắt,Cụm từ và từ nâng cao
512,D0363.mp4,phẫu thuật mũi,Cụm từ và từ nâng cao
513,D0364.mp4,phẫu thuật cổ,Cụm từ và từ nâng cao
514,D0365.mp4,phẫu thuật bụng,Cụm từ và từ nâng cao
515,D0366.mp4,bệnh phong/cùi,Cụm từ và từ nâng cao
516,D03671.mp4,bệnh Đao - Down,Cụm từ và từ nâng cao
517,D0367.mp4,hội chứng Đao - Down,Cụm từ và từ nâng cao
518,D0369.mp4,mệt mỏi,Cụm từ và từ nâng cao
519,D0370.mp4,mệt không?,Cụm từ và từ nâng cao
520,D0371.mp4,đói không?,Cụm từ và từ nâng cao
521,D0372.mp4,cả ngày,Cụm từ và từ nâng cao
522,D0373.mp4,chiên/rán (1)(2),Cụm từ và từ nâng cao
523,D0375.mp4,luộc,Cụm từ và từ nâng cao
524,D0374.mp4,nướng,Cụm từ và từ nâng cao
525,D0376.mp4,xào,Cụm từ và từ nâng cao
526,D0377.mp4,lẩu,Cụm từ và từ nâng cao
527,D0378.mp4,gỏi/nộm,Cụm từ và từ nâng cao
528,D0379.mp4,nhà kho,Cụm từ và từ nâng cao
529,D0380.mp4,hấp,Cụm từ và từ nâng cao
530,D0381.mp4,thối,Cụm từ và từ nâng cao
531,D0382.mp4,thiu,Cụm từ và từ nâng cao
532,D0383.mp4,nguội,Cụm từ và từ nâng cao
533,D0384.mp4,ngán,Cụm từ và từ nâng cao
534,D0385.mp4,tôm hùm,Cụm từ và từ nâng cao
535,D0386.mp4,cua đồng,Cụm từ và từ nâng cao
536,D0387.mp4,con hàu,Cụm từ và từ nâng cao
537,D0388.mp4,hải sản,Cụm từ và từ nâng cao
538,D0389.mp4,vịt quay,Cụm từ và từ nâng cao
539,D0390.mp4,gà nướng lu,Cụm từ và từ nâng cao
540,D0391.mp4,bánh hamburger,Cụm từ và từ nâng cao
541,D0392.mp4,bánh sandwich,Cụm từ và từ nâng cao
542,D0393.mp4,bánh canh,Cụm từ và từ nâng cao
543,D0394.mp4,miến,Cụm từ và từ nâng cao
544,D0395.mp4,"nước ép (cam, cà chua,..)",Cụm từ và từ nâng cao
545,D0396B.mp4,nước ép trái cây,Cụm từ và từ nâng cao
546,D0396N.mp4,nước ép trái cây,Cụm từ và từ nâng cao
547,D0397.mp4,"sinh tố (bơ, dâu,..)",Cụm từ và từ nâng cao
548,D0396T.mp4,nước ép trái cây,Cụm từ và từ nâng cao
549,D0398.mp4,vắt chanh,Cụm từ và từ nâng cao
550,D0399.mp4,mía,Cụm từ và từ nâng cao
551,D0400.mp4,chanh đá,Cụm từ và từ nâng cao
552,D0401.mp4,chanh nóng,Cụm từ và từ nâng cao
553,D0402.mp4,chanh muối,Cụm từ và từ nâng cao
554,D0403.mp4,trà đá,Cụm từ và từ nâng cao
555,D0405.mp4,trà sữa,Cụm từ và từ nâng cao
556,D0406.mp4,Socola,Cụm từ và từ nâng cao
557,D0404.mp4,trà nóng,Cụm từ và từ nâng cao
558,D0409.mp4,một tiết học,Cụm từ và từ nâng cao
559,D0408.mp4,7up,Cụm từ và từ nâng cao
560,D0407.mp4,Cocacola,Cụm từ và từ nâng cao
561,D0410N.mp4,một tiếng,Cụm từ và từ nâng cao
562,D0410B.mp4,một tiếng,Cụm từ và từ nâng cao
563,D0410T.mp4,một tiếng,Cụm từ và từ nâng cao
564,D0411.mp4,chung tay,Cụm từ và từ nâng cao
565,D0412.mp4,rửa chân,Cụm từ và từ nâng cao
566,D0413.mp4,rửa mặt,Cụm từ và từ nâng cao
567,D0414.mp4,đánh răng,Cụm từ và từ nâng cao
568,D0416B.mp4,tuần này,Cụm từ và từ nâng cao
569,D0416N.mp4,tuần này,Cụm từ và từ nâng cao
570,D0416T.mp4,tuần này,Cụm từ và từ nâng cao
571,D0417B.mp4,tuần sau,Cụm từ và từ nâng cao
572,D0417N.mp4,tuần sau,Cụm từ và từ nâng cao
573,D0418B.mp4,tuần trước,Cụm từ và từ nâng cao
574,D0417T.mp4,tuần sau,Cụm từ và từ nâng cao
575,D0418N.mp4,tuần trước,Cụm từ và từ nâng cao
576,D0420.mp4,cuối tháng,Cụm từ và từ nâng cao
577,D0418T.mp4,tuần trước,Cụm từ và từ nâng cao
578,D0419.mp4,cuối tuần,Cụm từ và từ nâng cao
579,D0421.mp4,cuối năm,Cụm từ và từ nâng cao
580,D0422.mp4,mục tiêu,Cụm từ và từ nâng cao
581,D0423B.mp4,sinh đôi,Cụm từ và từ nâng cao
582,D0423N.mp4,sinh đôi,Cụm từ và từ nâng cao
583,D0423T.mp4,sinh đôi,Cụm từ và từ nâng cao
584,D0424.mp4,đôi/cặp,Cụm từ và từ nâng cao
585,D0425.mp4,Đảng,Cụm từ và từ nâng cao
586,D0426.mp4,mô tả,Cụm từ và từ nâng cao
587,D0427.mp4,mũm mĩm,Cụm từ và từ nâng cao
588,D0428.mp4,tóc dài,Cụm từ và từ nâng cao
589,D0429B.mp4,tóc ngắn,Cụm từ và từ nâng cao
590,D0429N.mp4,tóc ngắn,Cụm từ và từ nâng cao
591,D0429T.mp4,tóc ngắn,Cụm từ và từ nâng cao
592,D0430B.mp4,tổng kết/bế giảng,Cụm từ và từ nâng cao
593,D0430N.mp4,tổng kết/bế giảng,Cụm từ và từ nâng cao
594,D0430T.mp4,tổng kết/bế giảng,Cụm từ và từ nâng cao
595,D0431.mp4,lốc xoáy,Cụm từ và từ nâng cao
596,D0432B.mp4,tay chân sạch sẽ,Cụm từ và từ nâng cao
597,D0432N.mp4,tay chân sạch sẽ,Cụm từ và từ nâng cao
598,D0432T.mp4,tay chân sạch sẽ,Cụm từ và từ nâng cao
599,D0433.mp4,nhắm mắt,Cụm từ và từ nâng cao
600,D0434.mp4,sờ,Cụm từ và từ nâng cao
601,D0435.mp4,cây nến,Cụm từ và từ nâng cao
602,D0436.mp4,dịu dàng,Cụm từ và từ nâng cao
603,D0437B.mp4,đùa,Cụm từ và từ nâng cao
604,D0437N.mp4,đùa,Cụm từ và từ nâng cao
605,D0437T.mp4,đùa,Cụm từ và từ nâng cao
606,D0438.mp4,làm được,Cụm từ và từ nâng cao
607,D0439.mp4,dòng sông chảy,Cụm từ và từ nâng cao
608,D0440.mp4,ăn đủ,Cụm từ và từ nâng cao
609,D0441.mp4,ăn vừa,Cụm từ và từ nâng cao
610,D0442.mp4,ăn ít,Cụm từ và từ nâng cao
611,D0443.mp4,đồ uống,Cụm từ và từ nâng cao
612,D0444.mp4,đồ ăn,Cụm từ và từ nâng cao
613,D0445.mp4,trang điểm,Cụm từ và từ nâng cao
614,D0446.mp4,đau mắt đỏ,Cụm từ và từ nâng cao
615,D0447.mp4,cái vợt cá,Cụm từ và từ nâng cao
616,D0448.mp4,vợt cầu lông,Cụm từ và từ nâng cao
617,D0450.mp4,thắp đèn,Cụm từ và từ nâng cao
618,D0449.mp4,con vượn,Cụm từ và từ nâng cao
619,D0451.mp4,góp tiền,Cụm từ và từ nâng cao
620,D0452N.mp4,họp nhóm,Cụm từ và từ nâng cao
621,D0452B.mp4,họp nhóm,Cụm từ và từ nâng cao
622,D0452T.mp4,họp nhóm,Cụm từ và từ nâng cao
623,D0453.mp4,nhút nhát,Cụm từ và từ nâng cao
624,D0456.mp4,muối,Cụm từ và từ nâng cao
625,D0455.mp4,luộc rau,Cụm từ và từ nâng cao
626,D0457.mp4,nước mắm,Cụm từ và từ nâng cao
627,D0458.mp4,thoăn thoắt,Cụm từ và từ nâng cao
628,D0459.mp4,nghênh nghênh (đầu),Cụm từ và từ nâng cao
629,D0460.mp4,đua đòi,Cụm từ và từ nâng cao
630,D0461.mp4,bình sữa (em bé),Cụm từ và từ nâng cao
631,D0462.mp4,đòi,Cụm từ và từ nâng cao
632,D0463.mp4,đòi hỏi,Cụm từ và từ nâng cao
633,D0464B.mp4,trẻ con/con nít,Cụm từ và từ nâng cao
634,D0464N.mp4,trẻ con/con nít,Cụm từ và từ nâng cao
635,D0464T.mp4,trẻ con/con nít,Cụm từ và từ nâng cao
636,D0465.mp4,duy nhất,Cụm từ và từ nâng cao
637,D0466.mp4,cạnh tranh,Cụm từ và từ nâng cao
638,D0467.mp4,hoa hậu,Cụm từ và từ nâng cao
639,D0468.mp4,cái neo,Cụm từ và từ nâng cao
640,D0469.mp4,phóng viên,Cụm từ và từ nâng cao
641,D0470B.mp4,nhà văn hóa,Cụm từ và từ nâng cao
642,D0470N.mp4,nhà văn hóa,Cụm từ và từ nâng cao
643,D0470T.mp4,nhà văn hóa,Cụm từ và từ nâng cao
644,D0471.mp4,chùa Yên Tử,Cụm từ và từ nâng cao
645,D0472.mp4,chõ xôi,Cụm từ và từ nâng cao
646,D0473.mp4,cây cọ,Cụm từ và từ nâng cao
647,D0475.mp4,phong toả,Cụm từ và từ nâng cao
648,D0474.mp4,khu vực cách ly,Cụm từ và từ nâng cao
649,D0477.mp4,thung lũng,Cụm từ và từ nâng cao
650,D0478.mp4,địa hình,Cụm từ và từ nâng cao
651,D0479.mp4,Kim Đồng,Cụm từ và từ nâng cao
652,D0480.mp4,Thánh Gióng,Cụm từ và từ nâng cao
653,D0481.mp4,hoa giấy,Cụm từ và từ nâng cao
654,D0482.mp4,hoa dâm bụt,Cụm từ và từ nâng cao
655,D0483.mp4,kết luận,Cụm từ và từ nâng cao
656,D0485.mp4,nhà vệ sinh,Cụm từ và từ nâng cao
657,D0486.mp4,đi vệ sinh,Cụm từ và từ nâng cao
658,D0484.mp4,internet,Cụm từ và từ nâng cao
659,D0488.mp4,hoa mai,Cụm từ và từ nâng cao
660,D0600.mp4,ăn cóc,Cụm từ và từ nâng cao
661,W00000.mp4,ác,Cụm từ và từ nâng cao
662,W00001.mp4,ác cảm,Cụm từ và từ nâng cao
663,W00002.mp4,ác độc,Cụm từ và từ nâng cao
664,W00003.mp4,ác mộng,Cụm từ và từ nâng cao
665,W00006.mp4,An Giang,Cụm từ và từ nâng cao
666,W00007.mp4,an ninh,Cụm từ và từ nâng cao
667,W00009B.mp4,Anh (nước Anh),Cụm từ và từ nâng cao
668,W00009N.mp4,Anh (nước Anh),Cụm từ và từ nâng cao
669,W00009T.mp4,Anh (nước Anh),Cụm từ và từ nâng cao
670,W00010B.mp4,anh chị,Cụm từ và từ nâng cao
671,W00012B.mp4,anh dũng,Cụm từ và từ nâng cao
672,W00011.mp4,anh chị em,Cụm từ và từ nâng cao
673,W00012N.mp4,anh dũng,Cụm từ và từ nâng cao
674,W00012T.mp4,anh dũng,Cụm từ và từ nâng cao
675,W00013B.mp4,anh em,Cụm từ và từ nâng cao
676,W00013N.mp4,anh em,Cụm từ và từ nâng cao
677,W00013T.mp4,anh em,Cụm từ và từ nâng cao
678,W00014N.mp4,anh họ,Cụm từ và từ nâng cao
679,W00014T.mp4,anh họ,Cụm từ và từ nâng cao
680,W00015.mp4,anh hùng,Cụm từ và từ nâng cao
681,W00018B.mp4,anh rể,Cụm từ và từ nâng cao
682,W00018N.mp4,anh rể,Cụm từ và từ nâng cao
683,W00018T.mp4,anh rể,Cụm từ và từ nâng cao
684,W00019B.mp4,anh ruột,Cụm từ và từ nâng cao
685,W00019N.mp4,anh ruột,Cụm từ và từ nâng cao
686,W00019T.mp4,anh ruột,Cụm từ và từ nâng cao
687,W00020.mp4,anh vợ,Cụm từ và từ nâng cao
688,W00026.mp4,ao chuôm,Cụm từ và từ nâng cao
689,W00027.mp4,ảo thuật,Cụm từ và từ nâng cao
690,W00029.mp4,áo ấm,Cụm từ và từ nâng cao
691,W00030.mp4,áo cánh,Cụm từ và từ nâng cao
692,W00032B.mp4,áo đồng phục,Cụm từ và từ nâng cao
693,W00032N.mp4,áo đồng phục,Cụm từ và từ nâng cao
694,W00032T.mp4,áo đồng phục,Cụm từ và từ nâng cao
695,W00033.mp4,áo len,Cụm từ và từ nâng cao
696,W00034.mp4,áo phao,Cụm từ và từ nâng cao
697,W00035B.mp4,áo phông,Cụm từ và từ nâng cao
698,W00035N.mp4,áo phông,Cụm từ và từ nâng cao
699,W00035T.mp4,áo phông,Cụm từ và từ nâng cao
700,W00036.mp4,áp phích,Cụm từ và từ nâng cao
701,W00040.mp4,ăn hối lộ,Cụm từ và từ nâng cao
702,W00039.mp4,ăn diện,Cụm từ và từ nâng cao
703,W00042.mp4,ăn uống,Cụm từ và từ nâng cao
704,W00044.mp4,ăn xin,Cụm từ và từ nâng cao
705,W00043.mp4,ăn vặt,Cụm từ và từ nâng cao
706,W00045.mp4,âm thanh,Cụm từ và từ nâng cao
707,W00048.mp4,ầm ĩ,Cụm từ và từ nâng cao
708,W00049.mp4,ẩm mốc,Cụm từ và từ nâng cao
709,W00050.mp4,ẩm ướt,Cụm từ và từ nâng cao
710,W00051.mp4,ấm áp,Cụm từ và từ nâng cao
711,W00052.mp4,ấm đun nước,Cụm từ và từ nâng cao
712,W00053.mp4,ấm no,Cụm từ và từ nâng cao
713,W00055.mp4,ấm trà,Cụm từ và từ nâng cao
714,W00057B.mp4,ân hận,Cụm từ và từ nâng cao
715,W00057T.mp4,ân hận,Cụm từ và từ nâng cao
716,W00057N.mp4,ân hận,Cụm từ và từ nâng cao
717,W00059.mp4,ấn,Cụm từ và từ nâng cao
718,W00062.mp4,Âu Cơ,Cụm từ và từ nâng cao
719,W00061.mp4,ấn tượng,Cụm từ và từ nâng cao
720,W00065.mp4,Ba chân bốn cẳng,Cụm từ và từ nâng cao
721,W00067.mp4,Bà Nà,Cụm từ và từ nâng cao
722,W00068.mp4,Bà Rịa - Vũng Tàu,Cụm từ và từ nâng cao
723,W00069.mp4,triệu phú,Cụm từ và từ nâng cao
724,W00070.mp4,Bạc Liêu,Cụm từ và từ nâng cao
725,W00071.mp4,bài báo,Cụm từ và từ nâng cao
726,W00075B.mp4,bài thơ,Cụm từ và từ nâng cao
727,W00075N.mp4,bài thơ,Cụm từ và từ nâng cao
728,W00075T.mp4,bài thơ,Cụm từ và từ nâng cao
729,W00076.mp4,hệ bài tiết,Cụm từ và từ nâng cao
730,W00079.mp4,Bãi biển Vũng Tàu,Cụm từ và từ nâng cao
731,W00081.mp4,bãi cát,Cụm từ và từ nâng cao
732,W00082.mp4,bãi cỏ,Cụm từ và từ nâng cao
733,W00083.mp4,bãi đỗ xe (ô tô),Cụm từ và từ nâng cao
734,W00084.mp4,bãi tắm,Cụm từ và từ nâng cao
735,W00086B.mp4,ban đêm,Cụm từ và từ nâng cao
736,W00086N.mp4,ban đêm,Cụm từ và từ nâng cao
737,W00086T.mp4,ban đêm,Cụm từ và từ nâng cao
738,W00087.mp4,ban giám hiệu,Cụm từ và từ nâng cao
739,W00089.mp4,ban ngày,Cụm từ và từ nâng cao
740,W00091.mp4,bàn bạc,Cụm từ và từ nâng cao
741,W00092.mp4,bàn chải đánh răng,Cụm từ và từ nâng cao
742,W00093.mp4,bàn chân,Cụm từ và từ nâng cao
743,W00094.mp4,bàn ghế,Cụm từ và từ nâng cao
744,W00095.mp4,bàn là,Cụm từ và từ nâng cao
745,W00096.mp4,bàn phím (máy vi tính),Cụm từ và từ nâng cao
746,W00097.mp4,bàn tay,Cụm từ và từ nâng cao
747,W00098.mp4,bàn tán,Cụm từ và từ nâng cao
748,W00099B.mp4,bản đồ Việt Nam,Cụm từ và từ nâng cao
749,W00099N.mp4,bản đồ Việt Nam,Cụm từ và từ nâng cao
750,W00099T.mp4,bản đồ Việt Nam,Cụm từ và từ nâng cao
751,W00100.mp4,bản làng,Cụm từ và từ nâng cao
752,W00101.mp4,bản lề,Cụm từ và từ nâng cao
753,W00102.mp4,bản nhạc,Cụm từ và từ nâng cao
754,W00103.mp4,bản sao (chỉ người),Cụm từ và từ nâng cao
755,W00104.mp4,bản thân,Cụm từ và từ nâng cao
756,W00105.mp4,bán buôn,Cụm từ và từ nâng cao
757,W00106.mp4,bán đảo,Cụm từ và từ nâng cao
758,W00107B.mp4,bán hàng,Cụm từ và từ nâng cao
759,W00107N.mp4,bán hàng,Cụm từ và từ nâng cao
760,W00107T.mp4,bán hàng,Cụm từ và từ nâng cao
761,W00108.mp4,bán kính (hình tròn),Cụm từ và từ nâng cao
762,W00111B.mp4,bạn gái,Cụm từ và từ nâng cao
763,W00111N.mp4,bạn gái,Cụm từ và từ nâng cao
764,W00111T.mp4,bạn gái,Cụm từ và từ nâng cao
765,W00112N.mp4,bạn trai,Cụm từ và từ nâng cao
766,W00112B.mp4,bạn trai,Cụm từ và từ nâng cao
767,W00112T.mp4,bạn trai,Cụm từ và từ nâng cao
768,W00113.mp4,bảng học sinh,Cụm từ và từ nâng cao
769,W00115N.mp4,bảng chia,Cụm từ và từ nâng cao
770,W00115T.mp4,bảng chia,Cụm từ và từ nâng cao
771,W00116.mp4,bảng chỉ dẫn,Cụm từ và từ nâng cao
772,W00118.mp4,bảng chữ cái ngón tay,Cụm từ và từ nâng cao
773,W00119B.mp4,bảng cộng,Cụm từ và từ nâng cao
774,W00119N.mp4,bảng cộng,Cụm từ và từ nâng cao
775,W00119T.mp4,bảng cộng,Cụm từ và từ nâng cao
776,W00120.mp4,bảng cửu chương,Cụm từ và từ nâng cao
777,W00121B.mp4,bảng đen,Cụm từ và từ nâng cao
778,W00121N.mp4,bảng đen,Cụm từ và từ nâng cao
779,W00121T.mp4,bảng đen,Cụm từ và từ nâng cao
780,W00122.mp4,hãng máy bay,Cụm từ và từ nâng cao
781,W00123B.mp4,bảng màu,Cụm từ và từ nâng cao
782,W00124N.mp4,bảng nhân,Cụm từ và từ nâng cao
783,W00124B.mp4,bảng nhân,Cụm từ và từ nâng cao
784,W00124T.mp4,bảng nhân,Cụm từ và từ nâng cao
785,W00126B.mp4,bảng trừ,Cụm từ và từ nâng cao
786,W00125.mp4,hãng xe máy,Cụm từ và từ nâng cao
787,W00126N.mp4,bảng trừ,Cụm từ và từ nâng cao
788,W00127.mp4,bánh bột lọc,Cụm từ và từ nâng cao
789,W00126T.mp4,bảng trừ,Cụm từ và từ nâng cao
790,W00129N.mp4,bánh cuốn,Cụm từ và từ nâng cao
791,W00128.mp4,bánh cốm,Cụm từ và từ nâng cao
792,W00129B.mp4,bánh cuốn,Cụm từ và từ nâng cao
793,W00129T.mp4,bánh cuốn,Cụm từ và từ nâng cao
794,W00130.mp4,bánh Trung Thu,Cụm từ và từ nâng cao
795,W00131.mp4,bánh đa,Cụm từ và từ nâng cao
796,W00132.mp4,bánh đúc,Cụm từ và từ nâng cao
797,W00133.mp4,bánh gai,Cụm từ và từ nâng cao
798,W00134.mp4,bánh giầy,Cụm từ và từ nâng cao
799,W00135.mp4,bánh giò,Cụm từ và từ nâng cao
800,W00137B.mp4,bánh mì,Cụm từ và từ nâng cao
801,W00136.mp4,bánh gối,Cụm từ và từ nâng cao
802,W00137T.mp4,bánh mì,Cụm từ và từ nâng cao
803,W00137N.mp4,bánh mì,Cụm từ và từ nâng cao
804,W00140.mp4,bánh pizza,Cụm từ và từ nâng cao
805,W00142.mp4,hãng tàu thuyền,Cụm từ và từ nâng cao
806,W00141.mp4,bánh pía,Cụm từ và từ nâng cao
807,W00144.mp4,bánh xe,Cụm từ và từ nâng cao
808,W00145B.mp4,bao giờ?,Cụm từ và từ nâng cao
809,W00145N.mp4,bao giờ?,Cụm từ và từ nâng cao
810,W00145T.mp4,bao giờ?,Cụm từ và từ nâng cao
811,W00146.mp4,bao la,Cụm từ và từ nâng cao
812,W00150.mp4,bao tay (dùng cho trẻ sơ sinh),Cụm từ và từ nâng cao
813,W00147.mp4,bao nhiêu?,Cụm từ và từ nâng cao
814,W00152.mp4,bảo đảm,Cụm từ và từ nâng cao
815,W00155.mp4,lưu,Cụm từ và từ nâng cao
816,W00153.mp4,bảo hiểm,Cụm từ và từ nâng cao
817,W00156.mp4,bảo tàng,Cụm từ và từ nâng cao
818,W00157.mp4,bảo thủ,Cụm từ và từ nâng cao
819,W00158.mp4,tồn tại,Cụm từ và từ nâng cao
820,W00159N.mp4,bảo vệ môi trường,Cụm từ và từ nâng cao
821,W00159B.mp4,bảo vệ môi trường,Cụm từ và từ nâng cao
822,W00159T.mp4,bảo vệ môi trường,Cụm từ và từ nâng cao
823,W00160B.mp4,báo (con báo),Cụm từ và từ nâng cao
824,W00160N.mp4,báo (con báo),Cụm từ và từ nâng cao
825,W00160T.mp4,báo (con báo),Cụm từ và từ nâng cao
826,W00161.mp4,báo cáo,Cụm từ và từ nâng cao
827,W00163.mp4,báo động,Cụm từ và từ nâng cao
828,W00166.mp4,báo thù,Cụm từ và từ nâng cao
829,W00171.mp4,bát hương,Cụm từ và từ nâng cao
830,W00170.mp4,bát,Cụm từ và từ nâng cao
831,W00173.mp4,làng gốm Bát Tràng,Cụm từ và từ nâng cao
832,W00172.mp4,bát ngát,Cụm từ và từ nâng cao
833,W00174.mp4,bay,Cụm từ và từ nâng cao
834,W00175.mp4,xì hơi (đánh rắm),Cụm từ và từ nâng cao
835,W00175N.mp4,xì hơi (đánh rắm),Cụm từ và từ nâng cao
